country_eng,import_value_usd,import_value_baht,export_value_usd,export_value_baht,trade_value_usd,trade_balance_usd,year,month,data_type
Vietnam,465703544.61,15436318388.85,1092162148.58,36201061496.77,1557865693.19,626458603.97,2024,6,overview
Philippines,287932504.7,9306010429.24,616958011.07,19940151221.95,904890515.77,329025506.37,2024,6,overview
Myanmar,277970494.49,9695778235.72,262994198.74,9173396021.79,540964693.23,-14976295.74,2024,6,overview
Cambodia,45884439.52,1530558656.41,251116245.05,8376437560.62,297000684.56,205231805.53,2024,6,overview
Brunei Darussalam,47879482.77,1459267747.68,26721856.42,814426994.12,74601339.2,-21157626.35,2024,6,overview
China,4884230932.18,165465192679.06,3161431334.77,107101169501.22,8045662266.95,-1722799597.4,2024,6,overview
Japan,2945803379.82,97091260309.28,2435870112.54,80284278576.32,5381673492.36,-509933267.28,2024,6,overview
"Korea, Republic of",692556451.36,22643304381.56,433193045.18,14163353700.23,1125749496.53,-259363406.18,2024,6,overview
Taiwan,675455839.1,23057331030.33,365416395.91,12473838135.14,1040872235.02,-310039443.19,2024,6,overview
Hong Kong,307446420.55,9509017026.55,955581891.84,29555213111.61,1263028312.39,648135471.29,2024,6,overview
India,555348179.61,16336790027.55,712997768.21,20974399947.8,1268345947.81,157649588.6,2024,6,overview
Bangladesh,45612737.69,1513317758.8,27703786.43,919143075.25,73316524.12,-17908951.26,2024,6,overview
Pakistan,45733860.71,1494774539.91,29235536.3,955540045.11,74969397.01,-16498324.41,2024,6,overview
Sri Lanka,48252725.57,1546090788.01,27644338.99,885766707.41,75897064.55,-20608386.58,2024,6,overview
Germany,446511557.96,15117387299.44,402888509.54,13640456845.1,849400067.5,-43623048.42,2024,6,overview
United Kingdom,229309419.08,7458999216.75,383744919.43,12482492280.47,613054338.5,154435500.35,2024,6,overview
France,219432103.16,6574215068.56,185457131.0,5556320372.74,404889234.16,-33974972.15,2024,6,overview
Netherlands,201790373.98,6669492846.62,348927679.53,11532614845.17,550718053.51,147137305.55,2024,6,overview
Italy,46363871.01,1494451791.97,29243893.56,942621661.7,75607764.57,-17119977.45,2024,6,overview
Spain,47692813.2,1587041592.33,31299469.27,1041531338.25,78992282.47,-16393343.92,2024,6,overview
Belgium,51259909.92,1665279360.0,28781036.48,935008783.39,80040946.41,-22478873.44,2024,6,overview
Switzerland,354919066.43,9944238875.93,28456894.11,797314597.69,383375960.54,-326462172.33,2024,6,overview
Sweden,46567232.11,1576091742.53,29132923.18,986018656.85,75700155.29,-17434308.93,2024,6,overview
Poland,47824469.5,1421836638.94,30140642.13,896090845.35,77965111.63,-17683827.37,2024,6,overview
Russian Federation,291916607.45,9104162251.17,25384886.45,791692281.47,317301493.9,-266531721.0,2024,6,overview
United States of America,1155436384.99,38772759405.92,3447372300.33,115682817781.86,4602808685.31,2291935915.34,2024,6,overview
Canada,48946283.2,1562833122.7,195194544.71,6232475275.04,244140827.91,146248261.51,2024,6,overview
Brazil,233740124.27,7227702591.26,151638121.01,4688947794.53,385378245.28,-82102003.26,2024,6,overview
Mexico,51193841.34,1752791920.97,142067812.1,4864165430.48,193261653.44,90873970.77,2024,6,overview
Argentina,52632875.42,1690969487.0,25399944.91,816040002.9,78032820.32,-27232930.51,2024,6,overview
Chile,45529886.74,1431969577.74,25072340.19,788555188.06,70602226.93,-20457546.55,2024,6,overview
South Africa,175260931.06,6287649236.89,184529461.3,6620166396.87,359790392.36,9268530.23,2024,6,overview
Nigeria,52116774.9,1690008546.43,110338543.78,3577985827.8,162455318.68,58221768.88,2024,6,overview
Kenya,51175785.46,1644482023.63,30351389.55,975311156.62,81527175.02,-20824395.91,2024,6,overview
Ghana,42970926.7,1408942582.86,37038087.75,1214415024.68,80009014.45,-5932838.96,2024,6,overview
Morocco,47601360.93,1553513593.83,29590882.65,965725297.72,77192243.58,-18010478.28,2024,6,overview
Algeria,49354870.03,1619490099.92,32344178.33,1061315257.64,81699048.36,-17010691.7,2024,6,overview
Libya,44328802.18,1431970909.96,28945783.66,935047150.48,73274585.84,-15383018.52,2024,6,overview
Tanzania,54442444.84,1805381565.73,32072445.33,1063563580.3,86514890.17,-22369999.52,2024,6,overview
Australia,526501713.69,17386500186.54,705308180.0,23291169780.13,1231809893.69,178806466.31,2024,6,overview
New Zealand,50190022.81,1620121169.16,28446134.87,918233997.45,78636157.68,-21743887.94,2024,6,overview
Saudi Arabia,1369328088.18,40293651785.84,239134949.1,7036750689.49,1608463037.28,-1130193139.09,2024,7,overview
United Arab Emirates,1048677950.15,36505795317.98,182051887.04,6337454625.07,1230729837.19,-866626063.12,2024,7,overview
Kuwait,537564572.47,17922302927.13,29165076.73,972358237.03,566729649.2,-508399495.75,2024,7,overview
Qatar,528920132.72,17408742662.83,31653928.04,1041849332.93,560574060.75,-497266204.68,2024,7,overview
Iran,138281925.48,4513301510.87,36297578.48,1184695073.14,174579503.96,-101984346.99,2024,7,overview
Iraq,323770104.99,10888539095.35,30023343.04,1009698979.12,353793448.03,-293746761.95,2024,7,overview
Bahrain,80296380.64,2874153033.17,31646352.54,1132759153.12,111942733.18,-48650028.1,2024,7,overview
Oman,290367258.05,9428953610.58,31278766.67,1015700054.99,321646024.72,-259088491.37,2024,7,overview
Israel,52459193.44,1810504416.07,62382942.12,2152999022.69,114842135.56,9923748.69,2024,7,overview
Jordan,48277267.72,1492163800.79,27212776.22,841098129.88,75490043.95,-21064491.5,2024,7,overview
Lebanon,47763190.7,1553986521.58,32275928.85,1050104853.97,80039119.55,-15487261.86,2024,7,overview
Turkey,50926318.58,1658897870.77,122764352.88,3998983812.2,173690671.46,71838034.31,2024,7,overview
Egypt,52962655.21,1650627469.81,22060080.29,687521695.51,75022735.5,-30902574.92,2024,7,overview
Yemen,44406742.86,1487821028.12,26864655.45,900084012.25,71271398.31,-17542087.42,2024,7,overview
Malaysia,980569564.9,33235544698.75,790831421.76,26804536881.32,1771400986.66,-189738143.14,2024,7,overview
Singapore,708393586.43,23798113833.41,562210892.67,18887182321.44,1270604479.1,-146182693.75,2024,7,overview
Indonesia,637010878.71,21949494311.92,628447684.89,21654432201.69,1265458563.61,-8563193.82,2024,7,overview
Vietnam,532645573.08,17726717164.19,1293258801.85,43040314533.84,1825904374.93,760613228.77,2024,7,overview
Philippines,301896438.21,9672120747.22,638013938.27,20440611641.67,939910376.48,336117500.07,2024,7,overview
Myanmar,260871322.28,8966295385.55,293834113.39,10099245221.6,554705435.66,32962791.11,2024,7,overview
Cambodia,48630023.25,1621095715.79,317313904.32,10577749639.4,365943927.57,268683881.08,2024,7,overview
Brunei Darussalam,42228080.27,1333508042.69,32089431.25,1013342647.53,74317511.53,-10138649.02,2024,7,overview
China,5272005647.26,183276091192.39,2854244137.27,99224990219.66,8126249784.53,-2417761509.99,2024,7,overview
Japan,3135996781.42,105880041465.81,2379146307.27,80326648024.62,5515143088.69,-756850474.15,2024,7,overview
"Korea, Republic of",792587888.52,26296080968.71,401970051.01,13336359489.49,1194557939.53,-390617837.51,2024,7,overview
Taiwan,610937889.22,19113549984.0,340010188.36,10637418050.07,950948077.57,-270927700.86,2024,7,overview
Hong Kong,260246105.35,9005600753.07,1081378311.8,37420200106.13,1341624417.15,821132206.45,2024,7,overview
India,526908654.33,17192041943.78,680749250.9,22211572306.38,1207657905.23,153840596.56,2024,7,overview
Bangladesh,50101192.77,1728020720.28,27195074.96,937974734.98,77296267.73,-22906117.82,2024,7,overview
Pakistan,46946500.44,1550763539.96,27784351.91,917788536.24,74730852.35,-19162148.53,2024,7,overview
Sri Lanka,45650603.82,1469673536.01,29505969.4,949913884.15,75156573.22,-16144634.41,2024,7,overview
Germany,497126738.11,15868791291.85,420624200.53,13426752453.23,917750938.63,-76502537.58,2024,7,overview
United Kingdom,237080637.07,7668661014.18,347795707.47,11249874370.7,584876344.53,110715070.4,2024,7,overview
France,198786248.6,6882952520.92,200182782.53,6931307358.37,398969031.13,1396533.93,2024,7,overview
Netherlands,182374819.29,5934227480.42,310118864.39,10090844198.63,492493683.68,127744045.09,2024,7,overview
Italy,44206949.37,1381793107.69,30048345.87,939232356.36,74255295.23,-14158603.5,2024,7,overview
Spain,56859896.27,1877449162.34,31730634.08,1047709480.41,88590530.35,-25129262.19,2024,7,overview
Belgium,51241678.89,1884928232.31,24985355.71,919087808.92,76227034.6,-26256323.18,2024,7,overview
Switzerland,365233418.56,11035929523.81,28472855.95,860338664.58,393706274.51,-336760562.61,2024,7,overview
Sweden,49780768.0,1650356096.87,26205408.44,868774374.61,75986176.44,-23575359.56,2024,7,overview
Poland,45830281.34,1457103113.35,26271188.95,835251935.84,72101470.29,-19559092.39,2024,7,overview
Russian Federation,292693124.78,9330115076.07,25802570.76,822502935.97,318495695.55,-266890554.02,2024,7,overview
United States of America,1211021151.08,40831253228.51,3705141729.3,124923978464.14,4916162880.38,2494120578.23,2024,7,overview
Canada,44400497.04,1467320253.63,186037582.73,6148055343.46,230438079.76,141637085.69,2024,7,overview
Brazil,232886021.78,7761208520.18,154135168.92,5136741042.34,387021190.7,-78750852.86,2024,7,overview
Mexico,51396767.48,1798282966.56,140133896.41,4903039847.31,191530663.89,88737128.94,2024,7,overview
Argentina,47278471.93,1714600144.35,26516263.3,961638289.7,73794735.23,-20762208.63,2024,7,overview
Chile,40920918.64,1311902481.45,27050900.93,867237228.3,67971819.57,-13870017.7,2024,7,overview
South Africa,172595522.14,6082420192.61,197434652.6,6957773311.92,370030174.74,24839130.46,2024,7,overview
Nigeria,46649141.79,1565196636.5,137320837.64,4607461250.53,183969979.43,90671695.84,2024,7,overview
Kenya,51662842.92,1701040440.79,29163299.38,960224966.78,80826142.3,-22499543.54,2024,7,overview
Ghana,46951515.08,1592254404.98,28267828.02,958639430.41,75219343.1,-18683687.07,2024,7,overview
Morocco,49324265.9,1739385018.73,28677615.85,1011295646.77,78001881.74,-20646650.05,2024,7,overview
Algeria,36544113.24,1245299423.66,29922740.67,1019665505.9,66466853.91,-6621372.57,2024,7,overview
Libya,52313357.66,1742656298.11,28600795.69,952746276.67,80914153.35,-23712561.98,2024,7,overview
Tanzania,51696135.47,1682667646.98,32179682.73,1047422801.11,83875818.2,-19516452.74,2024,7,overview
Australia,587280886.02,17509168484.2,869619203.15,25926791604.06,1456900089.17,282338317.12,2024,7,overview
New Zealand,45271618.37,1568154839.91,32121422.75,1112647755.21,77393041.12,-13150195.62,2024,7,overview
Saudi Arabia,1542508635.23,48862465988.64,237914783.4,7536491366.32,1780423418.63,-1304593851.84,2024,8,overview
United Arab Emirates,1128476407.92,36175947338.72,221864876.5,7112396885.1,1350341284.42,-906611531.42,2024,8,overview
Kuwait,597055420.05,20457603065.32,27826966.59,953467664.61,624882386.63,-569228453.46,2024,8,overview
Qatar,472270957.36,14392422855.65,29381300.07,895392969.06,501652257.44,-442889657.29,2024,8,overview
Iran,128952153.24,3999098254.17,39507570.39,1225219213.59,168459723.64,-89444582.85,2024,8,overview
Iraq,403660252.9,12836289900.57,24728751.75,786367803.19,428389004.65,-378931501.15,2024,8,overview
Bahrain,79072171.61,2478420894.65,28747500.07,901055369.93,107819671.68,-50324671.54,2024,8,overview
Oman,273431689.48,8905647556.78,27265640.49,888039660.21,300697329.97,-246166048.99,2024,8,overview
Israel,57061033.36,1984260387.14,59594266.91,2072351939.31,116655300.27,2533233.56,2024,8,overview
Jordan,51355878.27,1479052044.14,32251240.02,928837439.53,83607118.29,-19104638.25,2024,8,overview
Lebanon,48152064.91,1547722751.46,32709103.82,1051348976.4,80861168.73,-15442961.1,2024,8,overview
Turkey,56312998.21,1818701705.25,132511343.1,4279626610.28,188824341.31,76198344.88,2024,8,overview
Egypt,47367509.37,1518394343.27,27211267.76,872273750.23,74578777.13,-20156241.61,2024,8,overview
Yemen,44487494.18,1370923518.04,30628353.69,943841211.18,75115847.86,-13859140.49,2024,8,overview
Malaysia,1034758117.18,31568600753.06,829344491.55,25301802136.85,1864102608.72,-205413625.63,2024,8,overview
Singapore,887573874.09,30288056410.92,667966875.73,22794067066.9,1555540749.82,-219606998.36,2024,8,overview
Indonesia,649021849.88,22514301986.55,777172903.29,26959809509.98,1426194753.17,128151053.42,2024,8,overview
Vietnam,489648278.38,16190757445.45,1374202172.24,45439502259.39,1863850450.62,884553893.86,2024,8,overview
Philippines,323150215.61,10947774229.6,606132757.29,20534736662.24,929282972.9,282982541.68,2024,8,overview
Myanmar,213775948.82,6818926311.5,304915263.06,9726045991.41,518691211.87,91139314.24,2024,8,overview
Cambodia,46012304.02,1503651940.28,337442804.44,11027409698.5,383455108.46,291430500.42,2024,8,overview
Brunei Darussalam,45392796.6,1409415678.83,28761717.17,893031894.19,74154513.78,-16631079.43,2024,8,overview
China,5501562050.86,185919512323.52,2796443231.71,94502862473.06,8298005282.57,-2705118819.15,2024,8,overview
Japan,3282511680.6,110942440232.09,2274211063.86,76863862059.8,5556722744.45,-1008300616.74,2024,8,overview
"Korea, Republic of",724592696.96,24929300310.3,590108801.82,20302439699.01,1314701498.78,-134483895.14,2024,8,overview
Taiwan,680311691.42,22333956035.35,324119330.4,10640515173.68,1004431021.82,-356192361.02,2024,8,overview
Hong Kong,288070785.62,8976774800.03,1141300854.95,35564872473.92,1429371640.56,853230069.33,2024,8,overview
India,548750483.82,18012122527.24,689944666.14,22646664066.8,1238695149.95,141194182.32,2024,8,overview
Bangladesh,48925311.91,1678607837.36,29337528.25,1006558832.86,78262840.16,-19587783.66,2024,8,overview
Pakistan,51758640.26,1472482382.55,30604901.61,870679334.18,82363541.86,-21153738.65,2024,8,overview
Sri Lanka,50537856.76,1716744726.87,25690290.36,872685810.72,76228147.12,-24847566.41,2024,8,overview
Germany,551759737.73,17991411251.02,365576527.23,11920474067.55,917336264.96,-186183210.5,2024,8,overview
United Kingdom,234938552.79,7786460812.81,379624441.9,12581718944.42,614562994.69,144685889.11,2024,8,overview
France,224712748.68,7497243176.33,203951224.71,6804562432.4,428663973.4,-20761523.97,2024,8,overview
Netherlands,198493879.12,6032917899.68,368087104.97,11187444640.92,566580984.09,169593225.85,2024,8,overview
Italy,49691133.05,1693877715.87,29446559.97,1003778112.67,79137693.03,-20244573.08,2024,8,overview
Spain,48613058.16,1604766927.44,27151738.13,896306733.54,75764796.28,-21461320.03,2024,8,overview
Belgium,45078751.31,1536765453.57,25051553.82,854024597.97,70130305.13,-20027197.49,2024,8,overview
Switzerland,413123958.21,14440497041.32,30719038.45,1073765331.16,443842996.66,-382404919.76,2024,8,overview
Sweden,46728399.09,1537128600.81,26222190.6,862577788.43,72950589.68,-20506208.49,2024,8,overview
Poland,47982119.65,1577662950.99,27617101.45,908056544.49,75599221.1,-20365018.2,2024,8,overview
Russian Federation,281636074.09,9107613538.09,25263003.48,816960942.55,306899077.57,-256373070.6,2024,8,overview
United States of America,1076817089.2,34475319785.53,3217202590.04,103001790386.34,4294019679.25,2140385500.84,2024,8,overview
Canada,53743258.27,1828295775.81,222747058.09,7577648220.18,276490316.36,169003799.82,2024,8,overview
Brazil,216150991.46,7643873024.5,165891546.61,5866519091.82,382042538.06,-50259444.85,2024,8,overview
Mexico,49428357.87,1590233215.44,163732560.37,5267683717.92,213160918.24,114304202.5,2024,8,overview
Argentina,41985605.63,1494433602.19,27811386.16,989917124.71,69796991.8,-14174219.47,2024,8,overview
Chile,43466886.1,1436633434.44,29611365.92,978691646.24,73078252.02,-13855520.18,2024,8,overview
South Africa,141986320.08,4700936145.7,171370783.98,5673807957.5,313357104.06,29384463.9,2024,8,overview
Nigeria,47134562.35,1570643712.44,104974573.68,3498020261.27,152109136.03,57840011.33,2024,8,overview
Kenya,53592175.72,1703448570.67,31672517.3,1006723529.9,85264693.02,-21919658.43,2024,8,overview
Ghana,44413901.78,1570106365.96,28939258.91,1023051630.56,73353160.69,-15474642.87,2024,8,overview
Morocco,51903203.08,1782085340.82,31280192.32,1073998691.42,83183395.4,-20623010.76,2024,8,overview
Algeria,51015493.31,1734193148.85,29898221.65,1016344012.02,80913714.96,-21117271.66,2024,8,overview
Libya,47197720.83,1608710498.67,26261637.13,895114649.87,73459357.96,-20936083.71,2024,8,overview
Tanzania,54241169.29,1856831559.89,26963408.54,923035188.75,81204577.82,-27277760.75,2024,8,overview
Australia,671884679.5,21347789719.92,789524766.61,25085567822.28,1461409446.11,117640087.11,2024,8,overview
New Zealand,49839885.4,1598609581.07,28308285.03,907985548.36,78148170.43,-21531600.37,2024,8,overview
Saudi Arabia,1561681976.12,48153068552.47,219287444.32,6761532437.62,1780969420.44,-1342394531.81,2024,9,overview
United Arab Emirates,1209363499.04,40532219016.56,200890832.52,6732922920.77,1410254331.57,-1008472666.52,2024,9,overview
Kuwait,694323386.26,23535659116.19,30439901.4,1031829198.02,724763287.66,-663883484.87,2024,9,overview
Qatar,463859799.34,14941116036.67,32042069.46,1032088313.1,495901868.8,-431817729.88,2024,9,overview
Iran,151799906.55,5244605004.76,39899507.43,1378506489.84,191699413.98,-111900399.13,2024,9,overview
Iraq,315278910.58,10303267806.83,24673478.7,806325606.36,339952389.28,-290605431.88,2024,9,overview
Bahrain,83517341.29,2910437895.48,30555230.54,1064798034.73,114072571.84,-52962110.75,2024,9,overview
Oman,312437550.08,9220616288.88,28825806.28,850703440.87,341263356.36,-283611743.8,2024,9,overview
Israel,49357318.26,1599765861.72,65340041.98,2117796757.5,114697360.24,15982723.72,2024,9,overview
Jordan,50426489.06,1587277694.32,31205085.01,982244378.19,81631574.08,-19221404.05,2024,9,overview
Lebanon,52821024.48,1729401540.53,34141149.12,1117807851.43,86962173.61,-18679875.36,2024,9,overview
Turkey,45768015.7,1357636047.95,120106634.08,3562773992.33,165874649.78,74338618.38,2024,9,overview
Egypt,51668535.64,1834928186.38,31279742.62,1110851714.53,82948278.26,-20388793.02,2024,9,overview
Yemen,49531670.96,1570553583.34,31173992.09,988467056.29,80705663.05,-18357678.87,2024,9,overview
Malaysia,977557616.8,31973774237.39,706778057.88,23117166364.67,1684335674.68,-270779558.92,2024,9,overview
Singapore,785338090.51,25181555412.07,669718127.76,21474247013.34,1455056218.27,-115619962.75,2024,9,overview
Indonesia,709071510.53,23046774689.41,734559679.14,23875210285.25,1443631189.67,25488168.62,2024,9,overview
Vietnam,506359583.62,17288007913.68,1211414516.23,41359824955.94,1717774099.85,705054932.61,2024,9,overview
Philippines,298961470.73,9784646844.4,586850537.64,19206907322.5,885812008.36,287889066.91,2024,9,overview
Myanmar,237179884.65,8549561177.31,293183147.09,10568296109.59,530363031.74,56003262.44,2024,9,overview
Cambodia,46638967.99,1511977836.57,295145449.54,9568251561.15,341784417.53,248506481.55,2024,9,overview
Brunei Darussalam,49317634.26,1648139122.38,29387557.07,982098659.89,78705191.33,-19930077.19,2024,9,overview
China,4342904521.69,147436719267.13,3269226910.62,110986573118.02,7612131432.31,-1073677611.07,2024,9,overview
Japan,2718596511.97,85729287502.21,1976614270.87,62331328816.97,4695210782.83,-741982241.1,2024,9,overview
"Korea, Republic of",789372279.88,26692533219.68,606981748.92,20525018308.51,1396354028.81,-182390530.96,2024,9,overview
Taiwan,602517323.27,19834979545.86,332756456.15,10954402880.35,935273779.42,-269760867.12,2024,9,overview
Hong Kong,308001457.84,10101682328.08,900412716.75,29531299275.73,1208414174.58,592411258.91,2024,9,overview
India,521664027.18,17418045462.76,642178205.0,21441940764.55,1163842232.18,120514177.82,2024,9,overview
Bangladesh,53427355.62,1809134651.33,32218614.68,1090973183.36,85645970.31,-21208740.94,2024,9,overview
Pakistan,48310587.63,1616645294.03,31913137.67,1067927888.49,80223725.3,-16397449.96,2024,9,overview
Sri Lanka,50851616.08,1640202899.5,28710261.11,926040451.63,79561877.19,-22141354.97,2024,9,overview
Germany,506098949.18,16929953076.84,481063957.84,16092485958.23,987162907.02,-25034991.34,2024,9,overview
United Kingdom,239262331.39,7719165096.58,328734927.39,10605761311.25,567997258.78,89472596.0,2024,9,overview
France,236304424.51,8119492288.36,194821968.0,6694142397.42,431126392.51,-41482456.51,2024,9,overview
Netherlands,195197555.25,6673339435.98,359546374.45,12292034071.01,554743929.7,164348819.2,2024,9,overview
Italy,48010591.03,1703814475.68,28639215.36,1016357196.36,76649806.38,-19371375.67,2024,9,overview
Spain,54275486.4,1855185756.88,32096973.65,1097103910.09,86372460.05,-22178512.75,2024,9,overview
Belgium,52162291.34,1724791150.69,35060428.59,1159303309.25,87222719.93,-17101862.75,2024,9,overview
Switzerland,421087848.22,13374827610.81,26683545.28,847537680.41,447771393.5,-394404302.95,2024,9,overview
Sweden,45479203.53,1326682476.73,33264363.55,970361061.88,78743567.08,-12214839.97,2024,9,overview
Poland,48693202.16,1546158566.91,22957698.55,728977366.93,71650900.71,-25735503.6,2024,9,overview
Russian Federation,290018582.86,9743157443.8,33531963.69,1126504372.31,323550546.56,-256486619.17,2024,9,overview
United States of America,1127018528.85,37221757373.83,3494592254.2,115415019076.53,4621610783.05,2367573725.36,2024,9,overview
Canada,50463706.61,1590362675.62,181886988.72,5732164708.09,232350695.33,131423282.12,2024,9,overview
Brazil,234957416.84,7781044499.5,151498519.87,5017150514.36,386455936.71,-83458896.97,2024,9,overview
Mexico,56527472.97,1635828838.18,155587041.15,4502479155.54,212114514.12,99059568.18,2024,9,overview
Argentina,51369634.0,1620765562.76,26685710.5,841962015.83,78055344.5,-24683923.5,2024,9,overview
Chile,47043517.88,1455398292.41,28585537.95,884358674.61,75629055.83,-18457979.93,2024,9,overview
South Africa,153394545.19,5144086289.42,160682474.89,5388487022.11,314077020.08,7287929.7,2024,9,overview
Nigeria,59316308.59,1932124031.8,107908391.49,3514925345.24,167224700.08,48592082.91,2024,9,overview
Kenya,40155584.12,1363847299.85,29460741.27,1000606847.44,69616325.38,-10694842.85,2024,9,overview
Ghana,53213072.91,1827012065.09,30374333.41,1042869178.11,83587406.31,-22838739.5,2024,9,overview
Morocco,60560369.51,1951026102.9,34322715.82,1105748116.01,94883085.33,-26237653.69,2024,9,overview
Algeria,44471806.45,1404398561.6,29206644.33,922331979.62,73678450.78,-15265162.13,2024,9,overview
Libya,52129173.88,1714568478.17,27334917.6,899066388.08,79464091.48,-24794256.28,2024,9,overview
Tanzania,53685506.57,1695416711.37,29944319.47,945657457.28,83629826.04,-23741187.1,2024,9,overview
Australia,660493518.98,21471526361.44,683993627.16,22235475102.36,1344487146.14,23500108.18,2024,9,overview
New Zealand,50144818.41,1668355420.33,30225919.41,1005638829.4,80370737.82,-19918899.0,2024,9,overview
Saudi Arabia,1628316625.62,52835475515.45,258017066.01,8372115201.27,1886333691.63,-1370299559.61,2024,10,overview
United Arab Emirates,1201501922.71,41068915677.18,196873298.32,6729388222.25,1398375221.03,-1004628624.4,2024,10,overview
Kuwait,588880465.14,19449837632.2,33153379.43,1095006347.02,622033844.57,-555727085.7,2024,10,overview
Qatar,495920051.0,15824223201.7,32586123.52,1039784721.12,528506174.52,-463333927.47,2024,10,overview
Iran,163176245.79,5238857074.88,42104548.91,1351788141.08,205280794.7,-121071696.87,2024,10,overview
Iraq,377569836.95,13115371352.54,32407728.88,1125723925.33,409977565.83,-345162108.07,2024,10,overview
Bahrain,89199757.81,2792720748.1,32270324.67,1010339124.9,121470082.48,-56929433.14,2024,10,overview
Oman,371322900.79,12782380459.17,27563417.33,948840177.49,398886318.12,-343759483.45,2024,10,overview
Israel,53535515.0,1756690222.9,56266860.69,1846315367.47,109802375.7,2731345.69,2024,10,overview
Jordan,51423963.05,1641968870.61,34293067.47,1094978798.14,85717030.52,-17130895.58,2024,10,overview
Lebanon,50665547.67,1803802133.72,25247203.1,898854565.19,75912750.77,-25418344.57,2024,10,overview
Turkey,47318261.47,1554304965.34,127448186.35,4186403783.48,174766447.82,80129924.87,2024,10,overview
Egypt,51344276.0,1823075749.46,33061697.17,1173918166.66,84405973.17,-18282578.83,2024,10,overview
Yemen,52791183.79,1768152925.53,32677213.8,1094468943.85,85468397.59,-20113970.0,2024,10,overview
Malaysia,1119251601.9,38740751763.8,797336419.02,27598273908.32,1916588020.92,-321915182.88,2024,10,overview
Singapore,901559511.1,28858719983.52,731012141.81,23399536520.02,1632571652.91,-170547369.29,2024,10,overview
Indonesia,714743150.72,22116824030.36,791120900.0,24480237011.71,1505864050.72,76377749.28,2024,10,overview
Vietnam,583529696.61,19505000519.46,1240780203.63,41474184873.13,1824309900.25,657250507.02,2024,10,overview
Philippines,296167209.72,9505177152.02,555080722.85,17814735835.89,851247932.57,258913513.13,2024,10,overview
Myanmar,263287526.68,8752384922.42,327227971.71,10877937142.9,590515498.39,63940445.02,2024,10,overview
Cambodia,53185437.43,1794709230.7,302128264.85,10195128817.53,355313702.28,248942827.43,2024,10,overview
Brunei Darussalam,57888928.07,1980629894.41,32800696.98,1122253307.42,90689625.04,-25088231.09,2024,10,overview
China,5296722789.31,166491888517.29,2731616280.71,85862895109.0,8028339070.02,-2565106508.6,2024,10,overview
Japan,3217991148.88,108316823686.56,2481826191.59,83537684716.37,5699817340.48,-736164957.29,2024,10,overview
"Korea, Republic of",939046287.2,32761756103.8,547557890.37,19103379994.69,1486604177.57,-391488396.83,2024,10,overview
Taiwan,729987733.33,24026232820.41,338856889.67,11152864838.9,1068844623.0,-391130843.67,2024,10,overview
Hong Kong,290509964.95,9931253569.17,1164026822.42,39792939759.82,1454536787.37,873516857.47,2024,10,overview
India,592954139.1,17770785371.88,796135268.0,23860106611.61,1389089407.1,203181128.9,2024,10,overview
Bangladesh,54184891.12,1787511683.07,27794355.87,916911242.57,81979246.99,-26390535.25,2024,10,overview
Pakistan,50459530.57,1682435843.94,32693753.74,1090084322.12,83153284.31,-17765776.82,2024,10,overview
Sri Lanka,57318785.1,1952488271.22,29554887.45,1006747979.89,86873672.55,-27763897.65,2024,10,overview
Germany,524216041.18,16576799134.05,359839186.26,11378861848.05,884055227.43,-164376854.92,2024,10,overview
United Kingdom,255647524.71,8614192793.02,394484235.2,13292376915.09,650131759.9,138836710.49,2024,10,overview
France,187666186.36,6760995211.34,204676363.26,7373815916.26,392342549.62,17010176.91,2024,10,overview
Netherlands,208841858.42,7045825058.68,352764104.83,11901417600.81,561605963.26,143922246.41,2024,10,overview
Italy,54910447.35,1853439671.06,29916877.82,1009810170.4,84827325.17,-24993569.52,2024,10,overview
Spain,50388397.48,1675642966.41,32836809.76,1091972995.1,83225207.25,-17551587.72,2024,10,overview
Belgium,53745346.8,1707385962.23,29164188.07,926489980.51,82909534.88,-24581158.73,2024,10,overview
Switzerland,445314870.73,14885786048.1,30852779.39,1031332890.85,476167650.12,-414462091.34,2024,10,overview
Sweden,50481522.93,1619865496.58,33282437.31,1067976334.79,83763960.24,-17199085.63,2024,10,overview
Poland,51188610.87,1779288039.27,33002406.15,1147145537.45,84191017.01,-18186204.72,2024,10,overview
Russian Federation,297489819.21,9956943356.2,35917855.01,1202165669.98,333407674.22,-261571964.2,2024,10,overview
United States of America,1138374647.91,36912368487.02,3409784030.79,110563956108.19,4548158678.7,2271409382.89,2024,10,overview
Canada,53547043.54,1773018141.5,206290300.54,6830562830.59,259837344.08,152743257.0,2024,10,overview
Brazil,239880017.1,7500042785.54,167546560.49,5238478750.25,407426577.59,-72333456.62,2024,10,overview
Mexico,47159713.33,1669655052.81,159812615.54,5658048409.86,206972328.87,112652902.2,2024,10,overview
Argentina,50290264.58,1740546573.29,32791215.25,1134904296.4,83081479.83,-17499049.33,2024,10,overview
Chile,55122793.57,1728839873.37,30276958.61,949589269.67,85399752.18,-24845834.96,2024,10,overview
South Africa,127832259.23,4444360909.58,182382625.2,6340920631.95,310214884.43,54550365.96,2024,10,overview
Nigeria,47095952.82,1487043935.07,131157285.04,4141261267.15,178253237.87,84061332.22,2024,10,overview
Kenya,52189140.47,1670613885.4,32808154.37,1050213852.05,84997294.84,-19380986.1,2024,10,overview
